House,EnergyProduction
1,824.1692601238917
2,741.9188988345146
3,918.4690364559435
4,660.3768428971796
5,660.3768428971796
6,615.5130658115876
7,808.0851916933098
8,540.3478293923189
9,648.3519106260893
10,483.34719694021095
11,483.34719694021095
12,615.5130658115876
13,557.9826385343174
14,483.34719694021095
15,824.1692601238917
16,741.9188988345146
17,504.08471060449824
18,495.23942479734296
19,741.9188988345146
20,521.8221121520025
21,856.0521871977369
22,540.3478293923189
23,533.5444345254801
24,615.5130658115876
25,533.5444345254801
26,807.1010415238318
27,808.0851916933098
28,781.5296992259714
29,741.9188988345146
30,533.618902281566
31,781.5296992259714
32,533.618902281566
33,781.5296992259714
34,652.7247408104643
35,652.7247408104643
36,557.9826385343174
37,918.4690364559435
38,808.0851916933098
39,495.23942479734296
40,918.4690364559435
41,533.618902281566
42,533.5444345254801
43,856.0521871977369
44,918.4690364559435
45,807.1010415238318
46,632.4595266102076
47,483.34719694021095
48,533.5444345254801
49,483.34719694021095
50,807.1010415238318
51,483.34719694021095
52,856.0521871977369
53,741.9188988345146
54,648.3519106260893
55,918.4690364559435
56,533.5444345254801
57,724.175316710456
58,595.2626080573145
59,741.9188988345146
60,781.5296992259714
61,558.261998456516
62,533.618902281566
63,615.5130658115876
64,483.34719694021095
65,648.3519106260893
66,557.9826385343174
67,824.1692601238917
68,533.618902281566
69,521.8221121520025
70,557.9826385343174
71,521.8221121520025
72,504.08471060449824
73,632.4595266102076
74,724.175316710456
75,595.2626080573145
76,741.9188988345146
77,615.5130658115876
78,595.2626080573145
79,521.8221121520025
80,595.2626080573145
81,824.1692601238917
82,615.5130658115876
83,741.9188988345146
84,741.9188988345146
85,558.261998456516
86,1053.011448434319
87,483.34719694021095
88,483.34719694021095
89,469.9384361687238
90,615.5130658115876
91,557.9826385343174
92,660.3768428971796
93,660.3768428971796
94,781.5296992259714
95,807.1010415238318
96,1053.011448434319
97,521.8221121520025
98,652.7247408104643
99,648.3519106260893
100,595.2626080573145
101,495.23942479734296
102,562.3610148108535
103,856.0521871977369
104,918.4690364559435
105,504.08471060449824
106,781.5296992259714
107,521.8221121520025
108,648.3519106260893
109,1053.011448434319
110,824.1692601238917
111,660.3768428971796
112,540.3478293923189
113,648.3519106260893
114,741.9188988345146
115,562.3610148108535
116,533.5444345254801
117,469.9384361687238
118,615.5130658115876
119,660.3768428971796
120,660.3768428971796
121,649.3267381436538
122,856.0521871977369
123,533.618902281566
124,504.08471060449824
125,540.3478293923189
126,724.175316710456
127,648.3519106260893
128,808.0851916933098
129,540.3478293923189
130,741.9188988345146
131,649.3267381436538
132,856.0521871977369
133,724.175316710456
134,595.2626080573145
135,557.9826385343174
136,649.3267381436538
137,533.5444345254801
138,660.3768428971796
139,558.261998456516
140,724.175316710456
141,808.0851916933098
142,533.618902281566
143,521.8221121520025
144,495.23942479734296
145,557.9826385343174
146,495.23942479734296
147,649.3267381436538
148,521.8221121520025
149,595.2626080573145
150,649.3267381436538
151,540.3478293923189
152,1053.011448434319
153,807.1010415238318
154,595.2626080573145
155,533.5444345254801
156,621.3262869134498
157,741.9188988345146
158,557.9826385343174
159,632.4595266102076
160,1053.011448434319
161,781.5296992259714
162,648.3519106260893
163,504.08471060449824
164,562.3610148108535
165,521.8221121520025
166,856.0521871977369
167,648.3519106260893
168,562.3610148108535
169,557.9826385343174
170,540.3478293923189
171,649.3267381436538
172,469.9384361687238
173,615.5130658115876
174,781.5296992259714
175,483.34719694021095
176,533.5444345254801
177,824.1692601238917
178,595.2626080573145
179,781.5296992259714
180,595.2626080573145
181,741.9188988345146
182,649.3267381436538
183,724.175316710456
184,807.1010415238318
185,824.1692601238917
186,632.4595266102076
187,781.5296992259714
188,495.23942479734296
189,918.4690364559435
190,824.1692601238917
191,595.2626080573145
192,918.4690364559435
193,741.9188988345146
194,724.175316710456
195,808.0851916933098
196,649.3267381436538
197,521.8221121520025
198,533.5444345254801
199,495.23942479734296
200,808.0851916933098
201,648.3519106260893
202,521.8221121520025
203,660.3768428971796
204,540.3478293923189
205,540.3478293923189
206,483.34719694021095
207,562.3610148108535
208,808.0851916933098
209,621.3262869134498
210,918.4690364559435
211,533.5444345254801
212,824.1692601238917
213,562.3610148108535
214,648.3519106260893
215,856.0521871977369
216,632.4595266102076
217,632.4595266102076
218,595.2626080573145
219,483.34719694021095
220,483.34719694021095
221,781.5296992259714
222,808.0851916933098
223,540.3478293923189
224,632.4595266102076
225,495.23942479734296
226,521.8221121520025
227,621.3262869134498
228,533.618902281566
229,469.9384361687238
230,781.5296992259714
231,660.3768428971796
232,741.9188988345146
233,533.618902281566
234,807.1010415238318
235,533.618902281566
236,918.4690364559435
237,648.3519106260893
238,652.7247408104643
239,495.23942479734296
240,648.3519106260893
241,483.34719694021095
242,660.3768428971796
243,495.23942479734296
244,521.8221121520025
245,562.3610148108535
246,632.4595266102076
247,595.2626080573145
248,540.3478293923189
249,649.3267381436538
250,533.618902281566
251,540.3478293923189
252,562.3610148108535
