House,EnergyProduction
1,626.5662912020923
2,694.8265004027218
3,395.54674319688013
4,878.1944628609608
5,878.1944628609608
6,697.0762800208412
7,705.8999823216142
8,544.5146203910351
9,656.2782053905765
10,562.0547638213659
11,562.0547638213659
12,697.0762800208412
13,604.9403798050702
14,562.0547638213659
15,626.5662912020923
16,694.8265004027218
17,791.6252532123606
18,621.6319049013591
19,694.8265004027218
20,554.7003611763299
21,622.0915390734694
22,544.5146203910351
23,524.9675286053581
24,697.0762800208412
25,524.9675286053581
26,564.2687022143868
27,705.8999823216142
28,421.9583871409403
29,694.8265004027218
30,623.8155508186425
31,421.9583871409403
32,623.8155508186425
33,421.9583871409403
34,865.0491092633256
35,865.0491092633256
36,604.9403798050702
37,395.54674319688013
38,705.8999823216142
39,621.6319049013591
40,395.54674319688013
41,623.8155508186425
42,524.9675286053581
43,622.0915390734694
44,395.54674319688013
45,564.2687022143868
46,549.8042968994991
47,562.0547638213659
48,524.9675286053581
49,562.0547638213659
50,564.2687022143868
51,562.0547638213659
52,622.0915390734694
53,694.8265004027218
54,656.2782053905765
55,395.54674319688013
56,524.9675286053581
57,906.8820851049975
58,653.7993435110752
59,694.8265004027218
60,421.9583871409403
61,744.5445743335016
62,623.8155508186425
63,697.0762800208412
64,562.0547638213659
65,656.2782053905765
66,604.9403798050702
67,626.5662912020923
68,623.8155508186425
69,554.7003611763299
70,604.9403798050702
71,554.7003611763299
72,791.6252532123606
73,549.8042968994991
74,906.8820851049975
75,653.7993435110752
76,694.8265004027218
77,697.0762800208412
78,653.7993435110752
79,554.7003611763299
80,653.7993435110752
81,626.5662912020923
82,697.0762800208412
83,694.8265004027218
84,694.8265004027218
85,744.5445743335016
86,276.8571361576634
87,562.0547638213659
88,562.0547638213659
89,586.2216727148032
90,697.0762800208412
91,604.9403798050702
92,878.1944628609608
93,878.1944628609608
94,421.9583871409403
95,564.2687022143868
96,276.8571361576634
97,554.7003611763299
98,865.0491092633256
99,656.2782053905765
100,653.7993435110752
101,621.6319049013591
102,878.5826975539508
103,622.0915390734694
104,395.54674319688013
105,791.6252532123606
106,421.9583871409403
107,554.7003611763299
108,656.2782053905765
109,276.8571361576634
110,626.5662912020923
111,878.1944628609608
112,544.5146203910351
113,656.2782053905765
114,694.8265004027218
115,878.5826975539508
116,524.9675286053581
117,586.2216727148032
118,697.0762800208412
119,878.1944628609608
120,878.1944628609608
121,637.0112627761887
122,622.0915390734694
123,623.8155508186425
124,791.6252532123606
125,544.5146203910351
126,906.8820851049975
127,656.2782053905765
128,705.8999823216142
129,544.5146203910351
130,694.8265004027218
131,637.0112627761887
132,622.0915390734694
133,906.8820851049975
134,653.7993435110752
135,604.9403798050702
136,637.0112627761887
137,524.9675286053581
138,878.1944628609608
139,744.5445743335016
140,906.8820851049975
141,705.8999823216142
142,623.8155508186425
143,554.7003611763299
144,621.6319049013591
145,604.9403798050702
146,621.6319049013591
147,637.0112627761887
148,554.7003611763299
149,653.7993435110752
150,637.0112627761887
151,544.5146203910351
152,276.8571361576634
153,564.2687022143868
154,653.7993435110752
155,524.9675286053581
156,177.28936858222824
157,694.8265004027218
158,604.9403798050702
159,549.8042968994991
160,276.8571361576634
161,421.9583871409403
162,656.2782053905765
163,791.6252532123606
164,878.5826975539508
165,554.7003611763299
166,622.0915390734694
167,656.2782053905765
168,878.5826975539508
169,604.9403798050702
170,544.5146203910351
171,637.0112627761887
172,586.2216727148032
173,697.0762800208412
174,421.9583871409403
175,562.0547638213659
176,524.9675286053581
177,626.5662912020923
178,653.7993435110752
179,421.9583871409403
180,653.7993435110752
181,694.8265004027218
182,637.0112627761887
183,906.8820851049975
184,564.2687022143868
185,626.5662912020923
186,549.8042968994991
187,421.9583871409403
188,621.6319049013591
189,395.54674319688013
190,626.5662912020923
191,653.7993435110752
192,395.54674319688013
193,694.8265004027218
194,906.8820851049975
195,705.8999823216142
196,637.0112627761887
197,554.7003611763299
198,524.9675286053581
199,621.6319049013591
200,705.8999823216142
201,656.2782053905765
202,554.7003611763299
203,878.1944628609608
204,544.5146203910351
205,544.5146203910351
206,562.0547638213659
207,878.5826975539508
208,705.8999823216142
209,177.28936858222824
210,395.54674319688013
211,524.9675286053581
212,626.5662912020923
213,878.5826975539508
214,656.2782053905765
215,622.0915390734694
216,549.8042968994991
217,549.8042968994991
218,653.7993435110752
219,562.0547638213659
220,562.0547638213659
221,421.9583871409403
222,705.8999823216142
223,544.5146203910351
224,549.8042968994991
225,621.6319049013591
226,554.7003611763299
227,177.28936858222824
228,623.8155508186425
229,586.2216727148032
230,421.9583871409403
231,878.1944628609608
232,694.8265004027218
233,623.8155508186425
234,564.2687022143868
235,623.8155508186425
236,395.54674319688013
237,656.2782053905765
238,865.0491092633256
239,621.6319049013591
240,656.2782053905765
241,562.0547638213659
242,878.1944628609608
243,621.6319049013591
244,554.7003611763299
245,878.5826975539508
246,549.8042968994991
247,653.7993435110752
248,544.5146203910351
249,637.0112627761887
250,623.8155508186425
251,544.5146203910351
252,878.5826975539508
253,623.8155508186425
254,623.8155508186425
255,562.0547638213659
256,791.6252532123606
257,621.6319049013591
258,622.0915390734694
259,878.5826975539508
260,544.5146203910351
261,656.2782053905765
262,626.5662912020923
