2011,8,0.984732824,0.948574623,0.892898742,0.987837838
2011,9,0.88372093,1.002946376,0.945612049,0.949384405
2011,10,0.719298246,0.993537015,0.837187247,0.991354467
2011,11,0.695121951,1,0.833739738,0.944767442
2011,12,0.368421053,1.179775281,0.844832874,1.173846154
2012,1,0.428571429,1.018045113,0.678493442,1.002621232
2012,2,1.555555556,0.877400295,0.960148296,0.922875817
2012,3,2.392857143,0.969135802,1.452873027,1.116147309
2012,4,1.880597015,1.055008686,1.526370422,1.054568528
2012,5,1.396825397,1.175631175,1.633477849,1.14921781
2012,6,1.181818182,0.667600373,0.484516392,0.876439791
2012,7,1.216346154,1.097202797,1.32770749,1.031063321
2012,8,1.083003953,1.638623327,2.794301649,1.238702202
2012,9,0.875912409,0.660443407,0.408226842,0.762394761
2012,10,0.695833333,1.137809187,1.079919757,0.96196319
2012,11,0.562874251,0.942028986,0.665785333,0.808673469
2012,12,0.404255319,0.98956044,0.622604882,0.93533123
2013,1,0.578947368,1.275402554,1.23769634,1.286677909
2013,2,1.5,0.842403135,0.869131676,0.990825688
2013,3,2.939393939,1.137984496,2.220248512,1.231481481
2013,4,1.288659794,1.026793824,1.196838731,1.038668099
2013,5,1.48,1.123396727,1.535313845,1.125129266
2013,6,1.189189189,0.494094488,0.266222952,0.715073529
2011,8,0.99609375,1.008379888,1.014842059,0.939301973
2011,9,0.890196078,0.925761773,0.808614129,0.909531502
2011,10,0.726872247,0.913225613,0.711025556,0.907637655
2011,11,0.696969697,1.034076016,0.89271304,0.913894325
2011,12,0.373913043,1.219264892,0.909036758,1.167023555
2012,1,0.372093023,1.033783784,0.651906325,1.060550459
2012,2,1.75,0.801910508,0.850689031,0.863321799
2012,3,2.392857143,0.998119122,1.541072737,1.136272545
2012,4,1.835820896,1.119974874,1.699541265,1.130511464
2012,5,1.414634146,1.123387549,1.501002033,1.076443058
2012,6,1.143678161,0.768347479,0.631345741,0.857971014
2012,7,1.24120603,1.131254061,1.42574626,1.173986486
2012,8,1.085020243,1.502010339,2.349983239,1.158273381
2012,9,0.884328358,0.677246654,0.431320909,0.730434783
2012,10,0.700421941,1.014116318,0.860707154,0.884353741
2012,11,0.56626506,0.956570156,0.68856277,0.773076923
2012,12,0.382978723,0.974388824,0.58755958,0.870646766
2013,1,0.555555556,1.292114695,1.244416838,1.288571429
2013,2,1.65,0.849283403,0.926503888,1.037694013
2013,3,2.96969697,1.090909091,2.05084666,1.335470085
2013,4,1.275510204,1.062874251,1.275867987,1.1536
2013,5,1.4,1.144600939,1.550144606,1.163661581
2013,6,1.205714286,0.504922067,0.279943834,0.747318236
2011,8,0.988847584,0.98163606,0.958221003,0.974068071
2011,9,0.902255639,1.006235828,0.961754786,1.088186356
2011,10,0.729166667,0.885070423,0.668912111,0.914373089
2011,11,0.702857143,1.039465309,0.905844248,1.046822742
2011,12,0.414634146,1.224739743,0.965873285,1.285942492
2012,1,0.509803922,1.0345,0.764121775,0.983850932
2012,2,1.384615385,0.849685839,0.849535119,0.84469697
2012,3,2,0.932309443,1.229235698,1.01793722
2012,4,1.777777778,1.051860891,1.475215112,1.022026432
2012,5,1.4296875,1.210556845,1.752229289,1.183908046
