"House","EnergyProduction"
1,844.106355401575
2,654.135785480722
3,786.410317621359
4,567.587592671791
5,567.587592671791
6,712.690336301676
7,752.716595194401
8,618.350098510913
9,558.639321224439
10,526.542212089385
11,526.542212089385
12,712.690336301676
13,621.640400406619
14,526.542212089385
15,844.106355401575
16,654.135785480722
17,644.674173139319
18,584.097286182252
19,654.135785480722
20,532.337279589681
21,758.947118161817
22,618.350098510913
23,535.452218083766
24,712.690336301676
25,535.452218083766
26,750.187509282297
27,752.716595194401
28,809.475121362544
29,654.135785480722
30,587.809909799767
31,809.475121362544
32,587.809909799767
33,809.475121362544
34,594.762364708861
35,594.762364708861
36,621.640400406619
37,786.410317621359
38,752.716595194401
39,584.097286182252
40,786.410317621359
41,587.809909799767
42,535.452218083766
43,758.947118161817
44,786.410317621359
45,750.187509282297
46,562.222708157895
47,526.542212089385
48,535.452218083766
49,526.542212089385
50,750.187509282297
51,526.542212089385
52,758.947118161817
53,654.135785480722
54,558.639321224439
55,786.410317621359
56,535.452218083766
57,619.832394698829
58,592.934842918059
59,654.135785480722
60,809.475121362544
61,678.641230176817
62,587.809909799767
63,712.690336301676
64,526.542212089385
65,558.639321224439
66,621.640400406619
67,844.106355401575
68,587.809909799767
69,532.337279589681
70,621.640400406619
71,532.337279589681
72,644.674173139319
73,562.222708157895
74,619.832394698829
75,592.934842918059
76,654.135785480722
77,712.690336301676
78,592.934842918059
79,532.337279589681
80,592.934842918059
81,844.106355401575
82,712.690336301676
83,654.135785480722
84,654.135785480722
85,678.641230176817
86,976.201922717949
87,526.542212089385
88,526.542212089385
89,523.365662665711
90,712.690336301676
91,621.640400406619
92,567.587592671791
93,567.587592671791
94,809.475121362544
95,750.187509282297
96,976.201922717949
97,532.337279589681
98,594.762364708861
99,558.639321224439
100,592.934842918059
101,584.097286182252
102,530.539451416342
103,758.947118161817
104,786.410317621359
105,644.674173139319
106,809.475121362544
107,532.337279589681
108,558.639321224439
109,976.201922717949
110,844.106355401575
111,567.587592671791
112,618.350098510913
113,558.639321224439
114,654.135785480722
115,530.539451416342
116,535.452218083766
117,523.365662665711
118,712.690336301676
119,567.587592671791
120,567.587592671791
121,627.17703470303
122,758.947118161817
123,587.809909799767
124,644.674173139319
125,618.350098510913
126,619.832394698829
127,558.639321224439
128,752.716595194401
129,618.350098510913
130,654.135785480722
131,627.17703470303
132,758.947118161817
133,619.832394698829
134,592.934842918059
135,621.640400406619
136,627.17703470303
137,535.452218083766
138,567.587592671791
139,678.641230176817
140,619.832394698829
141,752.716595194401
142,587.809909799767
143,532.337279589681
144,584.097286182252
145,621.640400406619
146,584.097286182252
147,627.17703470303
148,532.337279589681
149,592.934842918059
150,627.17703470303
151,618.350098510913
152,976.201922717949
153,750.187509282297
154,592.934842918059
155,535.452218083766
156,541.293563885796
157,654.135785480722
158,621.640400406619
159,562.222708157895
160,976.201922717949
161,809.475121362544
162,558.639321224439
163,644.674173139319
164,530.539451416342
165,532.337279589681
166,758.947118161817
167,558.639321224439
168,530.539451416342
169,621.640400406619
170,618.350098510913
171,627.17703470303
172,523.365662665711
173,712.690336301676
174,809.475121362544
175,526.542212089385
176,535.452218083766
177,844.106355401575
178,592.934842918059
179,809.475121362544
180,592.934842918059
181,654.135785480722
182,627.17703470303
183,619.832394698829
184,750.187509282297
185,844.106355401575
186,562.222708157895
187,809.475121362544
188,584.097286182252
189,786.410317621359
190,844.106355401575
191,592.934842918059
192,786.410317621359
193,654.135785480722
194,619.832394698829
195,752.716595194401
196,627.17703470303
197,532.337279589681
